dataset,model,attack,attack_label,score_col,fpr,mean_tpr,std_tpr_across_seeds,mean_auc,std_auc_across_seeds,n_seeds
locations,tabpfn,rmia,RMIA,rmia_score,0.0034000000000000002,0.09164842433697348,0.01846894674004818,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0036000000000000003,0.09374502340093605,0.017309454481412304,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0038,0.09584162246489861,0.016203599955476124,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.004,0.09793822152886116,0.015163123191011797,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.004200000000000001,0.10003482059282373,0.014202400311572928,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0044,0.10213141965678627,0.013338675370148519,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0046,0.1042280187207488,0.012591924513985915,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0048000000000000004,0.11717940717628705,0.012787653367624167,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.005,0.11868174726989081,0.012555410904276159,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.005200000000000001,0.12018408736349455,0.01237079642443976,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0054,0.12168642745709828,0.01223596593038955,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0056,0.12318876755070204,0.012152576566283541,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0058000000000000005,0.1246911076443058,0.012121690023429955,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.006,0.12619344773790953,0.01214370691855937,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.006200000000000001,0.12769578783151328,0.012218341266252935,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0064,0.13158190327613106,0.012160803366530745,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0066,0.13258346333853355,0.012293258035859013,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0068000000000000005,0.13358502340093606,0.012432371948454533,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.007,0.13458658346333854,0.012577924149276208,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.007200000000000001,0.13558814352574103,0.01272969379273879,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0074,0.13658970358814354,0.012887461220913879,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0076,0.13759126365054603,0.01305100892252954,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0078000000000000005,0.13955514300572022,0.014831838275239102,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.008,0.14100072802912117,0.014967298536446929,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0082,0.14244631305252212,0.015130204866752837,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.008400000000000001,0.14389189807592304,0.015319681723691317,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0086,0.14533748309932398,0.015534756898484067,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0088,0.14678306812272493,0.0157743833682747,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.009000000000000001,0.14822865314612585,0.016037460658661337,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0092,0.1496742381695268,0.01632285493047784,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0094,0.15114153926157048,0.016655358865228856,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.009600000000000001,0.1526672490899636,0.017066897958243486,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0098,0.15419295891835674,0.017481098976811497,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.01,0.15571866874674986,0.01789777711028692,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0102,0.15724437857514303,0.018316763307811425,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.010400000000000001,0.15877008840353618,0.018737902742615293,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0106,0.16029579823192927,0.01916105343767609,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0108,0.16182150806032242,0.019586085035649504,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.011000000000000001,0.16326016640665628,0.019770179427467807,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0112,0.16460559542381695,0.019702421221051796,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0114,0.16595102444097765,0.019645038840462998,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.011600000000000001,0.16729645345813834,0.019598123425698565,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0118,0.16864188247529902,0.019561750286428793,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.012,0.16998731149245971,0.019535978307275693,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0122,0.17133274050962038,0.019520849476141224,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.012400000000000001,0.17267816952678108,0.01951638854429904,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0126,0.17442682683307334,0.019492562889036454,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0128,0.1754544274570983,0.01974715843751309,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.013000000000000001,0.17648202808112323,0.020008411166074123,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0132,0.17750962870514822,0.02027606374734378,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0134,0.1785372293291732,0.020549866117404503,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.013600000000000001,0.17956482995319814,0.02082957576287583,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.013800000000000002,0.18059243057722313,0.021114957924200355,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.014,0.18162003120124806,0.021405785724456623,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0142,0.1872791138845554,0.021803358874881714,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.014400000000000001,0.1885971669266771,0.021757254252657805,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0146,0.18991521996879876,0.021744536243877708,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0148,0.19123327301092044,0.02176526337461665,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.015000000000000001,0.19255132605304212,0.021819340332149106,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0152,0.1938693790951638,0.021906520142470628,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0154,0.19518743213728548,0.022026409749057955,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.015600000000000001,0.19646280187207488,0.02219655004061061,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0158,0.19742029329173166,0.02251818671546747,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.016,0.19837778471138845,0.022844853942126486,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0162,0.19933527613104524,0.02317633900681125,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0164,0.20029276755070202,0.02351243814063741,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0166,0.2012502589703588,0.02385295630132822,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.016800000000000002,0.20220775039001562,0.02419770693156602,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.017,0.2031652418096724,0.024546511699546122,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0172,0.20405658658346337,0.024823652667696264,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.017400000000000002,0.20481376599063963,0.024954179669008685,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0176,0.20557094539781592,0.02509265113707172,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0178,0.20632812480499219,0.02523893631212069,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.018000000000000002,0.20708530421216848,0.025392900153284183,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0182,0.2078424836193448,0.025554403870349095,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0184,0.20859966302652108,0.025723305446424313,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.018600000000000002,0.2093568424336974,0.025899460148004073,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0188,0.21028775039001563,0.026000076640995747,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.019,0.2113654290171607,0.02605199098218633,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.019200000000000002,0.2124431076443058,0.026129071002848264,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0194,0.2135207862714509,0.026231094856020733,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0196,0.21459846489859596,0.02635777289068505,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0198,0.21567614352574105,0.026508751662536086,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.02,0.21675382215288613,0.026683618686242506,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.020200000000000003,0.21783150078003125,0.026881907786042172,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0204,0.2187158814352574,0.027187640055151317,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0206,0.21953716068642745,0.027552010840409195,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.020800000000000003,0.22035843993759752,0.027947433823401962,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.021,0.22117971918876753,0.02837261073039781,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0212,0.22200099843993765,0.028826225011017066,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.021400000000000002,0.22282227769110766,0.029306956230470874,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0216,0.22364355694227772,0.02981349266666909,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0218,0.22446483619344776,0.030344542060445984,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.022000000000000002,0.22562142485699427,0.030986897810980955,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0222,0.22678991159646386,0.03168559779846423,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0224,0.2279583983359334,0.032434611378335934,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.022600000000000002,0.229126885075403,0.0332305365319474,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0228,0.23029537181487258,0.03407008565674991,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.023,0.23146385855434218,0.03495011517341872,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.023200000000000002,0.23263234529381177,0.03586764558947196,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0234,0.23503465418616748,0.03708867596377307,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0236,0.23612301612064482,0.03692575688773757,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0238,0.2372113780551222,0.03676641475290812,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.024,0.23829973998959958,0.03661069626348892,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.024200000000000003,0.23938810192407703,0.03645864785035294,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0244,0.24047646385855437,0.036310315618549374,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0246,0.2415648257930317,0.03616574529337554,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.024800000000000003,0.24265318772750916,0.03602498216510289,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.025,0.24363234529381178,0.03608323126721185,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0252,0.24444027041081645,0.03644976638517581,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.025400000000000002,0.24524819552782112,0.03681783525397993,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0256,0.2460561206448258,0.03718739233193202,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0258,0.24686404576183046,0.03755839368920593,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.026000000000000002,0.24767197087883516,0.03793079694631061,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0262,0.24847989599583986,0.03830456121476429,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0264,0.2492878211128445,0.0386796470399294,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.026600000000000002,0.250055600624025,0.03906187976260082,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0268,0.2507967550702028,0.03944844050117127,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.027,0.25153790951638066,0.03983522878168938,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.027200000000000002,0.2522790639625585,0.04022223803983484,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0274,0.25302021840873634,0.04060946195784,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.027600000000000003,0.25376137285491424,0.04099689445318867,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.027800000000000002,0.254502527301092,0.041384529667921166,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.028,0.25524368174726997,0.04177236195850934,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.028200000000000003,0.25736318252730117,0.043920701598934964,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0284,0.25826458658346335,0.044452794577487284,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0286,0.25916599063962564,0.044991749767852175,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.028800000000000003,0.2600673946957878,0.04553732351837246,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.029,0.2609687987519501,0.046089280791524134,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0292,0.26187020280811235,0.046647394987953415,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.029400000000000003,0.2627716068642746,0.0472114477543686,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0296,0.26367301092043677,0.04778122877850628,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0298,0.26457441497659906,0.04835653557404197,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.030000000000000002,0.26547581903276135,0.04893717325798828,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0302,0.26637722308892353,0.04952295432282172,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0304,0.2672786271450858,0.05011369840529992,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.030600000000000002,0.26818003120124806,0.05070923205367618,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0308,0.2690814352574103,0.05130938849478667,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.031,0.26998283931357253,0.05191400740227499,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.031200000000000002,0.27185822152886113,0.05141960484676959,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.031400000000000004,0.2729198751950078,0.052130919348132576,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0316,0.2739815288611545,0.05284932567950114,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0318,0.2750431825273011,0.05357453854852465,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.032,0.2761048361934478,0.054306285269843595,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0322,0.27716648985959436,0.05504430526534791,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0324,0.27822814352574105,0.05578834956953725,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.032600000000000004,0.27928979719188773,0.05653818034261333,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0328,0.2808424836193448,0.05660741163419213,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.033,0.2816076755070203,0.05634177103576308,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0332,0.2823728673946958,0.056077742796819506,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0334,0.2831380592823713,0.05581534979862208,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.033600000000000005,0.28390325117004683,0.055554615211656784,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.033800000000000004,0.2846684430577223,0.05529556249559599,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.034,0.2854336349453978,0.055038215399028756,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0342,0.28619882683307335,0.054782597958948756,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0344,0.2889770067602704,0.054741182166021946,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0346,0.2894831284451378,0.05467036661042764,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.034800000000000005,0.28998925013000526,0.05459965044289233,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.035,0.2904953718148726,0.054529034050091255,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0352,0.2910014934997401,0.0544585178201583,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0354,0.29150761518460744,0.054388102142688306,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0356,0.2920137368694748,0.05431778740873933,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0358,0.29251985855434215,0.05424757401083495,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.036000000000000004,0.2930958710348414,0.05412596717062389,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0362,0.29368211752470097,0.05399725632122624,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0364,0.2942683640145606,0.053869007795915705,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0366,0.2948546105044202,0.05374122490457501,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0368,0.2954408569942798,0.05361391097656717,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.037000000000000005,0.2960271034841394,0.053487069360677174,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.037200000000000004,0.296613349973999,0.05336070342504848,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0374,0.29719959646385863,0.05323481655711361,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0376,0.2977858429537182,0.05310941216351921,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0378,0.2983720894435778,0.052984493670045145,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.038,0.29895833593343735,0.052860064521517695,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.038200000000000005,0.29954458242329696,0.05273612818171657,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.038400000000000004,0.30013082891315657,0.05261268813327575,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0386,0.3007170754030161,0.05248974787757794,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0388,0.3013033218928757,0.052367310934642496,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.039,0.301989360374415,0.05237831599505505,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0392,0.3029127987519501,0.0527133871744259,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.039400000000000004,0.3038362371294852,0.05306007883076095,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0396,0.30475967550702027,0.05341816470878376,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0398,0.3056831138845554,0.053787417240331245,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.04,0.3066065522620905,0.05416760806163369,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.0402,0.30752999063962555,0.05455850850284115,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,rmia_score,0.040400000000000005,0.3084534290171607,0.05495989004895269,0.8363312289500925,0.02298074553300779,5
