model,context_pct,attack,auc_mean,auc_std,num_seeds,dataset
tabpfn,20.0,RMIA,0.6717913951880028,0.04258279694193684,5,dropout_success
tabpfn,30.0,AMIA row_max,0.8465920018100572,0.029383978017583887,5,dropout_success
tabpfn,30.0,RMIA,0.7059796530185126,0.015995297399760626,5,dropout_success
tabpfn,40.0,AMIA row_max,0.83708499154991,0.029291369878426322,5,dropout_success
tabpfn,40.0,RMIA,0.6884744861800142,0.031958645924895446,5,dropout_success
tabpfn,50.0,AMIA row_max,0.840991178223146,0.010211792483525777,5,dropout_success
tabpfn,50.0,RMIA,0.7137118316450362,0.02988163150036369,5,dropout_success
tabpfn,60.0,AMIA row_max,0.8364645337238958,0.023127019491315317,5,dropout_success
tabpfn,60.0,RMIA,0.7058733870356809,0.029609757634559954,5,dropout_success
tabpfn,70.0,AMIA row_max,0.8624874899938497,0.018518268580955417,5,dropout_success
tabpfn,70.0,RMIA,0.6937215163203184,0.01669265334346787,5,dropout_success
tabpfn,80.0,AMIA row_max,0.8831109033924707,0.016893073538761103,5,dropout_success
tabpfn,80.0,RMIA,0.7282722926364436,0.015522387735359095,5,dropout_success
tabpfn,90.0,AMIA row_max,0.872956045380788,0.024979716570231552,5,dropout_success
tabpfn,90.0,RMIA,0.7329011161262045,0.020594797268825564,5,dropout_success
tabpfn,100.0,AMIA row_max,0.8789872836385528,0.028512012361178014,5,dropout_success
tabpfn,100.0,RMIA,0.7158132836000394,0.013356387075550258,5,dropout_success
real-tabpfn,5.0,AMIA row_max,0.8616808698207464,0.02910878062196366,5,dropout_success
real-tabpfn,5.0,RMIA,0.741140170437849,0.07200689049507772,5,dropout_success
real-tabpfn,10.0,AMIA row_max,0.8335889010587806,0.022341012703635633,5,dropout_success
real-tabpfn,10.0,RMIA,0.7344432274552757,0.017498837218764742,5,dropout_success
real-tabpfn,20.0,AMIA row_max,0.8144469115131219,0.029468621421474463,5,dropout_success
real-tabpfn,20.0,RMIA,0.6578531649255633,0.03607678476335069,5,dropout_success
real-tabpfn,30.0,AMIA row_max,0.8452894071254837,0.02805438103555124,5,dropout_success
real-tabpfn,30.0,RMIA,0.7049618999135375,0.01509460773609224,5,dropout_success
real-tabpfn,40.0,AMIA row_max,0.8383534136546185,0.031383110832787386,5,dropout_success
real-tabpfn,40.0,RMIA,0.6854576677751731,0.03206552437764032,5,dropout_success
real-tabpfn,50.0,AMIA row_max,0.8361942825584606,0.008906706085050311,5,dropout_success
real-tabpfn,50.0,RMIA,0.709729824000465,0.03129887770308377,5,dropout_success
real-tabpfn,60.0,AMIA row_max,0.834498320749476,0.021798464127084454,5,dropout_success
real-tabpfn,60.0,RMIA,0.7069773995606171,0.03060196382172654,5,dropout_success
real-tabpfn,70.0,AMIA row_max,0.8553083600596771,0.017438653310504242,5,dropout_success
real-tabpfn,70.0,RMIA,0.6913785006688077,0.017662033644161825,5,dropout_success
real-tabpfn,80.0,AMIA row_max,0.8758966431923149,0.017682093606694493,5,dropout_success
real-tabpfn,80.0,RMIA,0.7184637200023396,0.022332477564553737,5,dropout_success
real-tabpfn,90.0,AMIA row_max,0.8676157410626683,0.021213117378606223,5,dropout_success
real-tabpfn,90.0,RMIA,0.7289080679697933,0.02012371091318795,5,dropout_success
real-tabpfn,100.0,AMIA row_max,0.8699349012691655,0.024470934306450563,5,dropout_success
real-tabpfn,100.0,RMIA,0.7097187750814687,0.014757589129838227,5,dropout_success
tabicl,5.0,AMIA row_max,0.9895680282104026,0.008152252717355944,5,dropout_success
tabicl,5.0,RMIA,0.9497061416397296,0.0404519008290165,5,dropout_success
tabicl,10.0,AMIA row_max,0.9479664110989413,0.015459711404476306,5,dropout_success
tabicl,10.0,RMIA,0.8626396495071195,0.06659208427777259,5,dropout_success
tabicl,20.0,AMIA row_max,0.9355330688312161,0.020710751585569055,5,dropout_success
tabicl,20.0,RMIA,0.7838550576930077,0.04362767101643028,5,dropout_success
tabicl,30.0,AMIA row_max,0.9605051998739425,0.023308325973817583,5,dropout_success
tabicl,30.0,RMIA,0.8371376855510574,0.06466599897741823,5,dropout_success
tabicl,40.0,AMIA row_max,0.971822584455469,0.010653443424689922,5,dropout_success
tabicl,40.0,RMIA,0.8441807955805121,0.06790164691692854,5,dropout_success
tabicl,50.0,AMIA row_max,0.9775973374801982,0.0034091165585343405,5,dropout_success
tabicl,50.0,RMIA,0.8409576060575233,0.06653119402469376,5,dropout_success
tabicl,60.0,AMIA row_max,0.9844830181056035,0.0024113366227374545,5,dropout_success
tabicl,60.0,RMIA,0.8461395419307592,0.07562280377237615,5,dropout_success
tabicl,70.0,AMIA row_max,0.9867407659647709,0.005486238670559879,5,dropout_success
tabicl,70.0,RMIA,0.8049436131642731,0.0635861189816494,5,dropout_success
tabicl,80.0,AMIA row_max,0.9911062853755036,0.002717784415956624,5,dropout_success
tabicl,80.0,RMIA,0.8734514565891072,0.009721784261557951,5,dropout_success
tabicl,90.0,AMIA row_max,0.9913992918056087,0.0025747685103646406,5,dropout_success
tabicl,90.0,RMIA,0.8754381801387048,0.0253771470280699,5,dropout_success
tabicl,100.0,AMIA row_max,0.992799063758388,0.0034161449678642183,5,dropout_success
tabicl,100.0,RMIA,0.8672009144415123,0.01888580869245877,5,dropout_success
tabdpt,5.0,AMIA row_max,0.9901557449309433,0.011355449039286708,5,dropout_success
tabdpt,5.0,RMIA,0.9659712018806935,0.03691471014835997,5,dropout_success
tabdpt,10.0,AMIA row_max,0.9921212121212122,0.0075597688203463504,5,dropout_success
tabdpt,10.0,RMIA,0.9656736035049288,0.0063862664762091344,5,dropout_success
tabdpt,20.0,AMIA row_max,0.9963819022312815,0.0030876548032318127,5,dropout_success
tabdpt,20.0,RMIA,0.9730580934007935,0.013960253071774488,5,dropout_success
tabdpt,30.0,AMIA row_max,0.998318424603848,0.0009980226686729158,5,dropout_success
tabdpt,30.0,RMIA,0.9794849417791891,0.008787887897924354,5,dropout_success
tabdpt,40.0,AMIA row_max,0.9985425866361373,0.0007225403103373046,5,dropout_success
tabdpt,40.0,RMIA,0.9816081066346836,0.005946771247592072,5,dropout_success
tabdpt,50.0,AMIA row_max,0.9982123911811298,0.0004693603600310469,5,dropout_success
tabdpt,50.0,RMIA,0.9770264653305624,0.005544393337140622,5,dropout_success
tabdpt,60.0,AMIA row_max,0.9974535996565743,0.002309835528050318,5,dropout_success
tabdpt,60.0,RMIA,0.9781404509987122,0.009891075869715897,5,dropout_success
tabdpt,70.0,AMIA row_max,0.9988359851949781,0.0005924784257175871,5,dropout_success
tabdpt,70.0,RMIA,0.9813912684793842,0.006324789663412272,5,dropout_success
tabdpt,80.0,AMIA row_max,0.9989042147639114,0.0004929686717348267,5,dropout_success
tabdpt,80.0,RMIA,0.9778767343828173,0.003511583485569881,5,dropout_success
tabdpt,90.0,AMIA row_max,0.9983924086011567,0.0006915602061535345,5,dropout_success
tabdpt,90.0,RMIA,0.9703119132867872,0.011721861494676456,5,dropout_success
tabdpt,100.0,AMIA row_max,0.9990199401877934,0.0001474971373829373,5,dropout_success
tabdpt,100.0,RMIA,0.9749289407585927,0.00520060635075076,5,dropout_success
