dataset,attack,attack_label,fpr,mean_tpr,std_tpr_across_models,mean_auc,std_auc_across_models,n_models,n_seed_curves
locations,lira,LiRA,0.71,0.9432140341689884,0.05874399582129468,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7125,0.9437035683571869,0.058237582064214574,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.715,0.944193102545385,0.057731168307134456,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7175,0.9446826367335834,0.0572247545500543,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.72,0.9451721709217819,0.056718340792974206,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7225,0.9456617051099803,0.056211927035894026,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.725,0.9461512392981785,0.05570551327881391,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7275,0.946640773486377,0.05519909952173378,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.73,0.9471303076745753,0.054692685764653706,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7325,0.9476198418627739,0.054186272007573526,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.735,0.9481093760509721,0.05367985825049342,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7375,0.9485989102391705,0.053173444493413276,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.74,0.9490884444273688,0.05266703073633322,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7425,0.9495779786155673,0.05216061697925307,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.745,0.9500675128037657,0.05165420322217295,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7475,0.950557046991964,0.0511477894650928,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.75,0.9510465811801623,0.05064137570801263,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7525000000000001,0.9515361153683608,0.05013496195093253,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.755,0.9520256495565591,0.04962854819385239,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7575000000000001,0.9525151837447576,0.04912213443677228,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.76,0.9530047179329559,0.04861572067969221,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7625000000000001,0.9534942521211542,0.04810930692261204,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.765,0.9539837863093528,0.04760289316553187,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7675000000000001,0.954473320497551,0.04709647940845183,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.77,0.9549628546857494,0.046590065651371665,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7725,0.9554523888739477,0.04608365189429157,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.775,0.9559419230621461,0.04557723813721139,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7775,0.9564314572503445,0.04507082438013129,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.78,0.9569209914385428,0.04456441062305117,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7825,0.9574105256267413,0.04405799686597101,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.785,0.9579000598149398,0.043551583108890894,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7875,0.958389594003138,0.04304516935181082,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.79,0.9588791281913365,0.04253875559473064,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7925,0.9593686623795348,0.042032341837650505,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.795,0.9598581965677333,0.041525928080570346,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.7975,0.9603477307559315,0.04101951432349023,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8,0.9608372649441298,0.04051310056641009,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8025,0.9613267991323282,0.04000668680933001,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.805,0.9618163333205266,0.039500273052249915,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8075,0.9623058675087252,0.038993859295169776,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.81,0.9627954016969235,0.0384874455380896,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8125,0.9632849358851218,0.03798103178100948,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8150000000000001,0.9637744700733202,0.037474618023929374,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8175,0.9642640042615186,0.03696820426684927,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8200000000000001,0.9647535384497168,0.036461790509769144,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8225,0.9652430726379153,0.03595537675268899,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8250000000000001,0.9657326068261136,0.03544896299560887,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8275,0.966222141014312,0.03494254923852877,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8300000000000001,0.9667116752025103,0.03443613548144861,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8325,0.9672012093907089,0.033929721724368506,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.835,0.9676907435789072,0.033423307967288346,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8375,0.9681802777671056,0.032916894210208186,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.84,0.968669811955304,0.03241048045312811,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8425,0.9691593461435023,0.031904066696048006,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.845,0.9696488803317006,0.03139765293896781,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8475,0.970138414519899,0.030891239181887745,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.85,0.9706279487080973,0.030384825424807603,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8525,0.9711174828962957,0.029878411667727513,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.855,0.9716070170844942,0.029371997910647336,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8575,0.9720965512726925,0.02886558415356724,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.86,0.9725860854608909,0.028359170396487093,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8625,0.9730756196490892,0.027852756639407002,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.865,0.9735651538372878,0.02734634288232683,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8675,0.9740546880254861,0.026839929125246697,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.87,0.9745442222136843,0.02633351536816658,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8725,0.9750337564018828,0.025827101611086443,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.875,0.9755232905900811,0.02532068785400634,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8775000000000001,0.9760128247782797,0.024814274096926194,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.88,0.9765023589664781,0.0243078603398461,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8825000000000001,0.9769918931546763,0.023801446582765944,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.885,0.9774814273428748,0.02329503282568581,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8875000000000001,0.9779709615310732,0.022788619068605694,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.89,0.9784604957192716,0.022282205311525558,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8925000000000001,0.9789500299074699,0.02177579155444548,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.895,0.9794395640956682,0.021269377797365308,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.8975,0.9799290982838667,0.020762964040285187,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9,0.9804186324720651,0.020256550283205083,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9025,0.9809081666602633,0.019750136526124947,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.905,0.9813977008484617,0.019243722769044815,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9075,0.98188723503666,0.018737309011964656,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.91,0.9823767692248585,0.01823089525488453,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9125,0.9828663034130568,0.01772448149780441,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.915,0.9833558376012552,0.017218067740724298,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9175,0.9838453717894536,0.01671165398364423,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.92,0.984334905977652,0.01620524022656405,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9225,0.9848244401658504,0.01569882646948388,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.925,0.9853139743540487,0.01519241271240382,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9275,0.9858035085422472,0.014685998955323722,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.93,0.9862930427304455,0.01417958519824347,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9325,0.9867825769186438,0.013673171441163385,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.935,0.9872721111068423,0.013166757684083229,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9375,0.9877616452950406,0.01266034392700317,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9400000000000001,0.9882511794832392,0.012153930169923019,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9425,0.9887407136714373,0.011647516412842894,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9450000000000001,0.9892302478596358,0.011141102655762762,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9475,0.9897197820478342,0.010634688898682649,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9500000000000001,0.9902093162360325,0.010128275141602487,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9525,0.9906988504242309,0.009621861384522364,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9550000000000001,0.9911883846124292,0.009115447627442229,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9575,0.9916779188006276,0.00860903387036216,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.96,0.9921674529888259,0.008102620113282034,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9625,0.9926569871770244,0.007596206356201934,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.965,0.9931465213652227,0.007089792599121801,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9675,0.9936360555534212,0.006583378842041576,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.97,0.9941255897416195,0.006076965084961538,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9725,0.9946151239298179,0.005570551327881375,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.975,0.9951046581180162,0.005064137570801237,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9775,0.9955941923062146,0.004557723813721119,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.98,0.9960837264944129,0.004051310056641035,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9825,0.9965732606826113,0.0035448962995609018,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.985,0.9970627948708097,0.00303848254248072,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9875,0.9975523290590081,0.0025320687854005863,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.99,0.9980418632472065,0.0020256550283205086,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9925,0.998531397435405,0.0015192412712403834,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.995,0.9990209316236033,0.0010128275141602441,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,0.9975,0.9995104658118016,0.0005064137570801492,0.7020524115357138,0.04776438686170644,8,40
locations,lira,LiRA,1.0,1.0,0.0,0.7020524115357138,0.04776438686170644,8,40
locations,attack_p,Attack-P,0.0,0.0,0.0,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0025,0.02588098431080101,0.04803786508909311,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.005,0.04800709156937706,0.09217705454115492,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0075,0.06219388331377411,0.11649101338322722,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.01,0.07118297074740133,0.12698091603300152,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0125,0.07875926497287164,0.1344415411062661,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.015,0.08569394174792966,0.14027785065632353,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0175,0.0936396127841867,0.1469227213992426,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.02,0.10262115689822399,0.15480039064412554,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0225,0.11153392520170505,0.15988973330089712,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.025,0.11969174993190207,0.1662059360932618,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0275,0.1269739299333878,0.17168367742447851,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.03,0.13527381014288192,0.17845575875120054,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0325,0.1427793355960429,0.1841976084603242,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.035,0.1495572553735483,0.18977510163860953,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0375,0.15604717257683814,0.19518473965319985,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.04,0.163128459320191,0.20058767350877754,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0425,0.17013461412374248,0.2052425379282058,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.045,0.1777848114952737,0.209700032573682,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0475,0.1841245404302103,0.21409453333386053,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.05,0.18966243629182394,0.2168475685537467,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0525,0.19594929675487885,0.22032226045650716,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.055,0.2022287059079766,0.22197564422140995,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0575,0.20816323997440417,0.22275973422800824,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.06,0.21544486563878135,0.22585032140186173,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0625,0.22350830745892175,0.23191264073508217,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.065,0.23150340934416602,0.23471566842242522,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0675,0.23909671158599596,0.23733459140527097,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.07,0.24573416823685937,0.24042892127761661,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0725,0.2527934254513038,0.24261579373559902,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.075,0.2597168672461184,0.2439245955728901,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0775,0.2668051909219226,0.24509994805816757,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.08,0.2746042616942773,0.24607199607624972,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0825,0.2826918475905703,0.2466754352072158,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.085,0.2911350784983781,0.24553568511125834,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.08750000000000001,0.301033444611594,0.24375744331484214,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.09,0.3106780377881782,0.24176828882255386,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0925,0.3181282872743481,0.24089962228523376,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.095,0.3262301226691925,0.24021335987219636,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.0975,0.33562037189225663,0.23847270707851737,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1,0.3456845733353144,0.2371357601261623,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.10250000000000001,0.35468302325545403,0.23661878659296912,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.105,0.3635740693794418,0.23644283288055937,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1075,0.37586396054651705,0.23633874477618017,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.11,0.3841255748087067,0.2365776565976901,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1125,0.39214502856899996,0.2372633889624838,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.115,0.40114035486419464,0.23699744149652183,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.11750000000000001,0.4085463764086278,0.23670429626838013,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.12,0.41635390044173193,0.2367546486580163,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1225,0.42574857067496985,0.2370594238547847,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.125,0.43367916228544445,0.23844514392003044,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1275,0.44300201734809685,0.23978395253324386,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.13,0.44994727909273086,0.24031246126881914,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1325,0.45842026726785073,0.24228967410435537,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.135,0.46806611892893846,0.2439261806510003,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1375,0.4767282862426524,0.24382454488845778,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.14,0.48425106879049945,0.24438451327369198,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.14250000000000002,0.49104787466322514,0.24505283852740004,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.145,0.4983266493453153,0.24595574561898378,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1475,0.505279446863319,0.24769242456610302,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.15,0.512928935175425,0.24950467807537186,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1525,0.5214129952023324,0.25232569397775517,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.155,0.5280961068103507,0.25182326799681876,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1575,0.5349608046520565,0.25225635207319574,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.16,0.5433264677823738,0.25312937246286255,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1625,0.5516335709988659,0.2539061642839365,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.165,0.5584081125557488,0.2539238656634559,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1675,0.564747570931707,0.2529965368226283,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.17,0.5709822705751083,0.25251112748093935,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.17250000000000001,0.5771895221741591,0.2518833696013697,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.17500000000000002,0.5823436239329306,0.25119227179732895,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1775,0.5873667682034025,0.25049123049584043,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.18,0.5923805920296281,0.2497601469451599,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1825,0.5978667550911221,0.24912314891515425,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.185,0.603122623940672,0.2495377029846443,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1875,0.6073870588114341,0.24940812864603323,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.19,0.6122053091205281,0.248931600114838,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1925,0.6160069775520614,0.24878614993084688,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.195,0.6204877939352268,0.2484790885729948,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.1975,0.6249447998659743,0.2477123835761269,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2,0.630125950548226,0.24719730067951187,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2025,0.634635587691365,0.24663560346751098,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.20500000000000002,0.639402786803649,0.24558083056257285,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.20750000000000002,0.6433901921289437,0.2445689400890332,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.21,0.647109224624087,0.24411708366419677,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2125,0.6513625355856071,0.24378853539627982,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.215,0.6550376204537978,0.24296834174932766,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2175,0.6582466073285789,0.24201982354673177,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.22,0.6620208998836143,0.241406784998601,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2225,0.6656714904786667,0.2404643755778115,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.225,0.6693291035212836,0.23960088393692014,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2275,0.6731214058205186,0.23833426918631104,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.23,0.6774640464189997,0.23745666106833144,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2325,0.6808199801206335,0.23594825682167073,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.23500000000000001,0.6844161077157372,0.23470210129380453,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.23750000000000002,0.687932184608813,0.2332659558847581,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.24,0.6913688710405559,0.23230720103712169,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2425,0.6947158571342853,0.23147361778405126,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.245,0.6978933833067609,0.2298422243105515,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2475,0.7005253705148207,0.22834376263477682,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.25,0.7032494645023896,0.226907540785561,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2525,0.7060391601973602,0.22544242993530203,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.255,0.7086023023301885,0.224132329656696,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2575,0.7112211354406557,0.22287535315076773,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.26,0.714448609338313,0.22186723385974086,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2625,0.7175789082320869,0.2205463218621099,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.265,0.7200749400456539,0.21937962518417264,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2675,0.7227129824205956,0.21804055366526068,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.27,0.725462640760176,0.21679237786672093,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2725,0.7286842147263813,0.21535296242006052,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.275,0.7317090536803291,0.21458784865908948,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2775,0.7348886244858887,0.2135369378736655,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.28,0.7376641831958993,0.21242932656215438,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.28250000000000003,0.7411972069902277,0.21016426278929493,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.28500000000000003,0.7441544377528349,0.20834765879227915,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.28750000000000003,0.7468593527978133,0.2068853544223331,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.29,0.7492729526544699,0.20555105630522408,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2925,0.7513257757764857,0.2045203900715314,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.295,0.7538480391501374,0.20317985354954093,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.2975,0.7560677315021171,0.20204442334103864,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.3,0.7586722717480128,0.20124253418883184,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.3025,0.7611440537014338,0.20009138834725312,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.305,0.7639928949625518,0.1992201239404046,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.3075,0.7666966903546272,0.19807716719802737,0.7967429748591812,0.09727251906891664,8,40
locations,attack_p,Attack-P,0.31,0.769291320380088,0.1966829425504271,0.7967429748591812,0.09727251906891664,8,40
