dataset,model,seed,attack,runtime_s,runtime_source,auc,auc_metric,attack_label
dropout_success,real-tabpfn,1,amia,14.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx40/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,3.4,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx5/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,21.1,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx50/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,40.1,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx60/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,51.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx70/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,65.5,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx80/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,81.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx90/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,77.1,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,4.2,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx10/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,6.9,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx20/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,10.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx30/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,14.1,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx40/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,3.5,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx5/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,21.1,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx50/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,40.2,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx60/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,50.8,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx70/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,65.2,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx80/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,2,amia,81.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx90/report/log_amia.log,0.8566527182362558,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,79.9,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,4.2,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx10/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,6.8,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx20/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,9.8,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx30/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,14.1,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx40/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,3.4,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx5/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,21.6,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx50/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,40.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx60/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,50.9,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx70/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,65.1,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx80/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,3,amia,80.9,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx90/report/log_amia.log,0.9036184895364971,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,94.7,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,4.2,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx10/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,6.8,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx20/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,9.9,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx30/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,14.1,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx40/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,3.5,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx5/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,21.5,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx50/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,40.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx60/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,50.9,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx70/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,65.2,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx80/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,4,amia,81.3,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx90/report/log_amia.log,0.8402445099174104,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,101.5,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,4.2,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx10/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,6.8,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx20/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,9.8,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx30/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,14.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx40/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,3.4,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx5/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,21.3,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx50/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,40.5,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx60/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,51.4,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx70/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,65.0,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx80/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,real-tabpfn,5,amia,80.9,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx90/report/log_amia.log,0.8656450776646716,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,32.7,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,4.5,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx10/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,5.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx20/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,6.2,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx30/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,7.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx40/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,4.0,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx5/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,8.7,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx50/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,11.6,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx60/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,12.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx70/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,17.9,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx80/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,1,amia,21.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed1/amia_ctx90/report/log_amia.log,0.9991915796388522,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,32.8,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,4.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx10/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,5.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx20/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,6.2,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx30/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,7.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx40/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,4.0,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx5/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,8.7,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx50/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,10.2,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx60/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,12.2,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx70/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,15.0,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx80/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,2,amia,21.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed2/amia_ctx90/report/log_amia.log,0.998886014909088,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,32.6,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,4.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx10/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,5.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx20/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,6.2,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx30/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,7.2,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx40/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,4.1,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx5/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,8.8,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx50/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,11.6,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx60/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,13.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx70/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,17.8,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx80/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,3,amia,21.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed3/amia_ctx90/report/log_amia.log,0.9988467747297606,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,32.5,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,4.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx10/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,5.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx20/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,6.1,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx30/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,7.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx40/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,4.0,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx5/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,8.7,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx50/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,10.2,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx60/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,14.2,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx70/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,14.6,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx80/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,4,amia,21.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/amia_ctx90/report/log_amia.log,0.9991029259003712,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,32.8,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,4.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx10/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,5.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx20/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,6.1,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx30/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,7.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx40/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,4.0,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx5/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,8.7,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx50/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,10.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx60/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,14.4,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx70/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,17.9,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx80/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabdpt,5,amia,21.3,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/amia_ctx90/report/log_amia.log,0.9990724057608944,row_max_auc,AMIA
dropout_success,tabicl,1,amia,83.5,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,3.1,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx10/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,4.3,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx20/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,6.8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx30/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,10.8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx40/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,2.5,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx5/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,16.5,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx50/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,23.4,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx60/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,32.5,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx70/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,45.0,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx80/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,1,amia,58.1,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia_ctx90/report/log_amia.log,0.9923488917011016,row_max_auc,AMIA
dropout_success,tabicl,2,amia,82.3,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,3.0,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx10/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,4.4,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx20/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,6.9,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx30/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,10.8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx40/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,2.6,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx5/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,16.7,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx50/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,23.3,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx60/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,32.1,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx70/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,45.0,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx80/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,2,amia,58.1,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia_ctx90/report/log_amia.log,0.9937844282615038,row_max_auc,AMIA
dropout_success,tabicl,3,amia,81.7,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,3.1,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx10/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,4.3,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx20/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,6.8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx30/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,10.7,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx40/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,2.5,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx5/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,16.4,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx50/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,23.2,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx60/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,32.5,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx70/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,44.9,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx80/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,3,amia,58.2,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia_ctx90/report/log_amia.log,0.9935068403262604,row_max_auc,AMIA
dropout_success,tabicl,4,amia,81.1,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,3.0,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx10/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,4.3,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx20/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,6.9,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx30/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,10.7,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx40/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,2.6,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx5/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,16.5,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx50/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,23.2,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx60/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,32.4,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx70/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,44.7,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx80/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,4,amia,58.0,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia_ctx90/report/log_amia.log,0.9874747527596202,row_max_auc,AMIA
dropout_success,tabicl,5,amia,82.2,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/report/log_amia.log,0.9968804057434544,row_max_auc,AMIA
dropout_success,tabicl,5,amia,3.0,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia_ctx10/report/log_amia.log,0.9968804057434544,row_max_auc,AMIA
dropout_success,tabicl,5,amia,4.3,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia_ctx20/report/log_amia.log,0.9968804057434544,row_max_auc,AMIA
dropout_success,tabicl,5,amia,6.9,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia_ctx30/report/log_amia.log,0.9968804057434544,row_max_auc,AMIA
dropout_success,tabicl,5,amia,10.8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia_ctx40/report/log_amia.log,0.9968804057434544,row_max_auc,AMIA
dropout_success,tabicl,5,amia,2.6,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia_ctx5/report/log_amia.log,0.9968804057434544,row_max_auc,AMIA
dropout_success,tabicl,5,amia,16.6,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia_ctx50/report/log_amia.log,0.9968804057434544,row_max_auc,AMIA
dropout_success,tabicl,5,amia,23.6,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia_ctx60/report/log_amia.log,0.9968804057434544,row_max_auc,AMIA
