dataset,model,seed,attack,runtime_s,runtime_source,auc,auc_metric,attack_label
dropout_success,tabdpt,4,rmia,48.88136,ml_privacy_meter/logs/dropout_success/tabdpt/seed4/rmia/report/log_time_analysis.log,0.9821675185055596,auc,RMIA
dropout_success,tabdpt,5,rmia,49.93936,ml_privacy_meter/logs/dropout_success/tabdpt/seed5/rmia/report/log_time_analysis.log,0.9679709302938182,auc,RMIA
dropout_success,tabicl,1,rmia,59.34057,ml_privacy_meter/logs/dropout_success/tabicl/seed1/rmia/report/log_time_analysis.log,0.8808232153620943,auc,RMIA
dropout_success,tabicl,2,rmia,58.3069,ml_privacy_meter/logs/dropout_success/tabicl/seed2/rmia/report/log_time_analysis.log,0.8345505055624771,auc,RMIA
dropout_success,tabicl,3,rmia,58.59079,ml_privacy_meter/logs/dropout_success/tabicl/seed3/rmia/report/log_time_analysis.log,0.8675320579548382,auc,RMIA
dropout_success,tabicl,4,rmia,58.22007,ml_privacy_meter/logs/dropout_success/tabicl/seed4/rmia/report/log_time_analysis.log,0.8762486461229794,auc,RMIA
dropout_success,tabicl,5,rmia,57.8645,ml_privacy_meter/logs/dropout_success/tabicl/seed5/rmia/report/log_time_analysis.log,0.8768501472051726,auc,RMIA
dropout_success,tabpfn,1,rmia,61.80728,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/rmia/report/log_time_analysis.log,0.7292196908673206,auc,RMIA
dropout_success,tabpfn,2,rmia,59.91314,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/rmia/report/log_time_analysis.log,0.7086505701997725,auc,RMIA
dropout_success,tabpfn,3,rmia,60.2722,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/rmia/report/log_time_analysis.log,0.7314064225273509,auc,RMIA
dropout_success,tabpfn,4,rmia,59.92361,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/rmia/report/log_time_analysis.log,0.7041997165260379,auc,RMIA
dropout_success,tabpfn,5,rmia,59.95283,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/rmia/report/log_time_analysis.log,0.705590017879715,auc,RMIA
locations,real-tabpfn,1,rmia,154.68208,ml_privacy_meter/logs/locations/real-tabpfn/seed1/rmia/report/log_time_analysis.log,0.8183001151821774,auc,RMIA
locations,real-tabpfn,2,rmia,152.86791,ml_privacy_meter/logs/locations/real-tabpfn/seed2/rmia/report/log_time_analysis.log,0.7916988642162509,auc,RMIA
locations,real-tabpfn,3,rmia,153.56245,ml_privacy_meter/logs/locations/real-tabpfn/seed3/rmia/report/log_time_analysis.log,0.8505268248113103,auc,RMIA
locations,real-tabpfn,4,rmia,154.16315,ml_privacy_meter/logs/locations/real-tabpfn/seed4/rmia/report/log_time_analysis.log,0.8151994304071228,auc,RMIA
locations,real-tabpfn,5,rmia,154.20631,ml_privacy_meter/logs/locations/real-tabpfn/seed5/rmia/report/log_time_analysis.log,0.8121449157031702,auc,RMIA
locations,tabdpt,1,rmia,47.78247,ml_privacy_meter/logs/locations/tabdpt/seed1/rmia/report/log_time_analysis.log,0.8856452388936679,auc,RMIA
locations,tabdpt,2,rmia,47.4282,ml_privacy_meter/logs/locations/tabdpt/seed2/rmia/report/log_time_analysis.log,0.902842375377258,auc,RMIA
locations,tabdpt,3,rmia,47.42724,ml_privacy_meter/logs/locations/tabdpt/seed3/rmia/report/log_time_analysis.log,0.8996578554730974,auc,RMIA
locations,tabdpt,4,rmia,47.41855,ml_privacy_meter/logs/locations/tabdpt/seed4/rmia/report/log_time_analysis.log,0.9092964653165566,auc,RMIA
locations,tabdpt,5,rmia,48.24635,ml_privacy_meter/logs/locations/tabdpt/seed5/rmia/report/log_time_analysis.log,0.9100995815533556,auc,RMIA
locations,tabicl,1,rmia,103.03032,ml_privacy_meter/logs/locations/tabicl/seed1/rmia/report/log_time_analysis.log,0.9098881712277838,auc,RMIA
locations,tabicl,2,rmia,101.86336,ml_privacy_meter/logs/locations/tabicl/seed2/rmia/report/log_time_analysis.log,0.8870971661296357,auc,RMIA
locations,tabicl,3,rmia,102.02404,ml_privacy_meter/logs/locations/tabicl/seed3/rmia/report/log_time_analysis.log,0.8979082527787093,auc,RMIA
locations,tabicl,4,rmia,102.90724,ml_privacy_meter/logs/locations/tabicl/seed4/rmia/report/log_time_analysis.log,0.9015216683433692,auc,RMIA
locations,tabicl,5,rmia,101.09138,ml_privacy_meter/logs/locations/tabicl/seed5/rmia/report/log_time_analysis.log,0.9003625565583372,auc,RMIA
locations,tabpfn,1,rmia,154.54475,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia/report/log_time_analysis.log,0.847466235098002,auc,RMIA
locations,tabpfn,2,rmia,153.02881,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia/report/log_time_analysis.log,0.7959100607014935,auc,RMIA
locations,tabpfn,3,rmia,153.96737,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia/report/log_time_analysis.log,0.8485731018025767,auc,RMIA
locations,tabpfn,4,rmia,154.56315,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia/report/log_time_analysis.log,0.83939983767575,auc,RMIA
locations,tabpfn,5,rmia,154.02782,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia/report/log_time_analysis.log,0.8503069094726405,auc,RMIA
url,real-tabpfn,1,rmia,206.78213,ml_privacy_meter/logs/url/real-tabpfn/seed1/rmia/report/log_time_analysis.log,0.7189344127719218,auc,RMIA
url,real-tabpfn,2,rmia,202.87471,ml_privacy_meter/logs/url/real-tabpfn/seed2/rmia/report/log_time_analysis.log,0.7202091683544009,auc,RMIA
url,real-tabpfn,3,rmia,204.20886,ml_privacy_meter/logs/url/real-tabpfn/seed3/rmia/report/log_time_analysis.log,0.7445281373837793,auc,RMIA
url,real-tabpfn,4,rmia,204.20525,ml_privacy_meter/logs/url/real-tabpfn/seed4/rmia/report/log_time_analysis.log,0.73116963302151,auc,RMIA
url,real-tabpfn,5,rmia,202.95034,ml_privacy_meter/logs/url/real-tabpfn/seed5/rmia/report/log_time_analysis.log,0.7401440930536192,auc,RMIA
url,tabdpt,1,rmia,14174.63753,ml_privacy_meter/logs/url/tabdpt/seed1/rmia/report/log_time_analysis.log,0.8977306280374588,auc,RMIA
url,tabdpt,2,rmia,14047.01343,ml_privacy_meter/logs/url/tabdpt/seed2/rmia/report/log_time_analysis.log,0.867012513367051,auc,RMIA
url,tabdpt,3,rmia,13908.88099,ml_privacy_meter/logs/url/tabdpt/seed3/rmia/report/log_time_analysis.log,0.9021688101490076,auc,RMIA
url,tabdpt,4,rmia,13928.02547,ml_privacy_meter/logs/url/tabdpt/seed4/rmia/report/log_time_analysis.log,0.873638308231621,auc,RMIA
url,tabdpt,5,rmia,13921.60152,ml_privacy_meter/logs/url/tabdpt/seed5/rmia/report/log_time_analysis.log,0.8774789877906102,auc,RMIA
url,tabicl,1,rmia,123.59172,ml_privacy_meter/logs/url/tabicl/seed1/rmia/report/log_time_analysis.log,0.880387185573536,auc,RMIA
url,tabicl,2,rmia,120.81683,ml_privacy_meter/logs/url/tabicl/seed2/rmia/report/log_time_analysis.log,0.8746362507237424,auc,RMIA
url,tabicl,3,rmia,122.74148,ml_privacy_meter/logs/url/tabicl/seed3/rmia/report/log_time_analysis.log,0.904344228972385,auc,RMIA
url,tabicl,4,rmia,122.26316,ml_privacy_meter/logs/url/tabicl/seed4/rmia/report/log_time_analysis.log,0.8666193407918084,auc,RMIA
url,tabicl,5,rmia,121.40951,ml_privacy_meter/logs/url/tabicl/seed5/rmia/report/log_time_analysis.log,0.8349552167046383,auc,RMIA
url,tabpfn,1,rmia,206.92464,ml_privacy_meter/logs/url/tabpfn/seed1/rmia/report/log_time_analysis.log,0.7101074502950386,auc,RMIA
url,tabpfn,2,rmia,202.93343,ml_privacy_meter/logs/url/tabpfn/seed2/rmia/report/log_time_analysis.log,0.7149947119717606,auc,RMIA
url,tabpfn,3,rmia,204.26564,ml_privacy_meter/logs/url/tabpfn/seed3/rmia/report/log_time_analysis.log,0.7376783607177784,auc,RMIA
url,tabpfn,4,rmia,203.53503,ml_privacy_meter/logs/url/tabpfn/seed4/rmia/report/log_time_analysis.log,0.7179807821491322,auc,RMIA
url,tabpfn,5,rmia,203.54919,ml_privacy_meter/logs/url/tabpfn/seed5/rmia/report/log_time_analysis.log,0.7386165583983622,auc,RMIA
us_stocks_financial,real-tabpfn,1,rmia,187.52651,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/seed1/rmia/report/log_time_analysis.log,0.6889885346542757,auc,RMIA
us_stocks_financial,real-tabpfn,2,rmia,184.37815,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/seed2/rmia/report/log_time_analysis.log,0.6729582110801815,auc,RMIA
us_stocks_financial,real-tabpfn,3,rmia,185.02299,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/seed3/rmia/report/log_time_analysis.log,0.7619452342744568,auc,RMIA
us_stocks_financial,real-tabpfn,4,rmia,184.98696,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/seed4/rmia/report/log_time_analysis.log,0.7083569729363871,auc,RMIA
us_stocks_financial,real-tabpfn,5,rmia,185.30201,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/seed5/rmia/report/log_time_analysis.log,0.7215297154879305,auc,RMIA
us_stocks_financial,tabdpt,1,rmia,52.05758,ml_privacy_meter/logs/us_stocks_financial/tabdpt/seed1/rmia/report/log_time_analysis.log,0.7652649165434458,auc,RMIA
us_stocks_financial,tabdpt,2,rmia,50.71993,ml_privacy_meter/logs/us_stocks_financial/tabdpt/seed2/rmia/report/log_time_analysis.log,0.7442394019926941,auc,RMIA
us_stocks_financial,tabdpt,3,rmia,50.32641,ml_privacy_meter/logs/us_stocks_financial/tabdpt/seed3/rmia/report/log_time_analysis.log,0.7648028152970073,auc,RMIA
us_stocks_financial,tabdpt,4,rmia,50.26739,ml_privacy_meter/logs/us_stocks_financial/tabdpt/seed4/rmia/report/log_time_analysis.log,0.7666847673217925,auc,RMIA
us_stocks_financial,tabdpt,5,rmia,50.56479,ml_privacy_meter/logs/us_stocks_financial/tabdpt/seed5/rmia/report/log_time_analysis.log,0.7431721637729581,auc,RMIA
us_stocks_financial,tabicl,1,rmia,115.26715,ml_privacy_meter/logs/us_stocks_financial/tabicl/seed1/rmia/report/log_time_analysis.log,0.8370701416975317,auc,RMIA
us_stocks_financial,tabicl,2,rmia,113.33162,ml_privacy_meter/logs/us_stocks_financial/tabicl/seed2/rmia/report/log_time_analysis.log,0.8843462142903751,auc,RMIA
us_stocks_financial,tabicl,3,rmia,113.68764,ml_privacy_meter/logs/us_stocks_financial/tabicl/seed3/rmia/report/log_time_analysis.log,0.8196101981524061,auc,RMIA
us_stocks_financial,tabicl,4,rmia,113.45341,ml_privacy_meter/logs/us_stocks_financial/tabicl/seed4/rmia/report/log_time_analysis.log,0.8430459384304926,auc,RMIA
us_stocks_financial,tabicl,5,rmia,113.06784,ml_privacy_meter/logs/us_stocks_financial/tabicl/seed5/rmia/report/log_time_analysis.log,0.805109029720096,auc,RMIA
us_stocks_financial,tabpfn,1,rmia,187.03394,ml_privacy_meter/logs/us_stocks_financial/tabpfn/seed1/rmia/report/log_time_analysis.log,0.6387763588486214,auc,RMIA
us_stocks_financial,tabpfn,2,rmia,184.1095,ml_privacy_meter/logs/us_stocks_financial/tabpfn/seed2/rmia/report/log_time_analysis.log,0.6475164684626498,auc,RMIA
us_stocks_financial,tabpfn,3,rmia,184.98682,ml_privacy_meter/logs/us_stocks_financial/tabpfn/seed3/rmia/report/log_time_analysis.log,0.7085241551583733,auc,RMIA
us_stocks_financial,tabpfn,4,rmia,184.7457,ml_privacy_meter/logs/us_stocks_financial/tabpfn/seed4/rmia/report/log_time_analysis.log,0.6451036621938511,auc,RMIA
us_stocks_financial,tabpfn,5,rmia,185.4834,ml_privacy_meter/logs/us_stocks_financial/tabpfn/seed5/rmia/report/log_time_analysis.log,0.6579645278770364,auc,RMIA
46980_MIC,real-tabpfn,1,amia,43.3,ml_privacy_meter/logs/46980_MIC/real-tabpfn/seed1/amia/report/log_amia.log,0.83927562918813,row_max_auc,AMIA
46980_MIC,real-tabpfn,2,amia,44.3,ml_privacy_meter/logs/46980_MIC/real-tabpfn/seed2/amia/report/log_amia.log,0.8243579404710932,row_max_auc,AMIA
46980_MIC,real-tabpfn,3,amia,43.8,ml_privacy_meter/logs/46980_MIC/real-tabpfn/seed3/amia/report/log_amia.log,0.8202101978255216,row_max_auc,AMIA
46980_MIC,real-tabpfn,4,amia,45.5,ml_privacy_meter/logs/46980_MIC/real-tabpfn/seed4/amia/report/log_amia.log,0.8331971766980396,row_max_auc,AMIA
46980_MIC,real-tabpfn,5,amia,42.6,ml_privacy_meter/logs/46980_MIC/real-tabpfn/seed5/amia/report/log_amia.log,0.8042536033350058,row_max_auc,AMIA
46980_MIC,tabdpt,1,amia,10.7,ml_privacy_meter/logs/46980_MIC/tabdpt/seed1/amia/report/log_amia.log,0.9849168218677188,row_max_auc,AMIA
46980_MIC,tabdpt,2,amia,10.7,ml_privacy_meter/logs/46980_MIC/tabdpt/seed2/amia/report/log_amia.log,0.9915048766841176,row_max_auc,AMIA
46980_MIC,tabdpt,3,amia,10.7,ml_privacy_meter/logs/46980_MIC/tabdpt/seed3/amia/report/log_amia.log,0.9877853050652896,row_max_auc,AMIA
46980_MIC,tabdpt,4,amia,10.8,ml_privacy_meter/logs/46980_MIC/tabdpt/seed4/amia/report/log_amia.log,0.9932412021361268,row_max_auc,AMIA
46980_MIC,tabdpt,5,amia,10.7,ml_privacy_meter/logs/46980_MIC/tabdpt/seed5/amia/report/log_amia.log,0.9966508094533858,row_max_auc,AMIA
46980_MIC,tabicl,1,amia,14.4,ml_privacy_meter/logs/46980_MIC/tabicl/seed1/amia/report/log_amia.log,0.967553567347625,row_max_auc,AMIA
46980_MIC,tabicl,2,amia,15.5,ml_privacy_meter/logs/46980_MIC/tabicl/seed2/amia/report/log_amia.log,0.9775669903779726,row_max_auc,AMIA
46980_MIC,tabicl,3,amia,14.1,ml_privacy_meter/logs/46980_MIC/tabicl/seed3/amia/report/log_amia.log,0.9705560181670602,row_max_auc,AMIA
46980_MIC,tabicl,4,amia,14.7,ml_privacy_meter/logs/46980_MIC/tabicl/seed4/amia/report/log_amia.log,0.9819064905999384,row_max_auc,AMIA
46980_MIC,tabicl,5,amia,15.4,ml_privacy_meter/logs/46980_MIC/tabicl/seed5/amia/report/log_amia.log,0.9798155449724052,row_max_auc,AMIA
46980_MIC,tabpfn,1,amia,44.9,ml_privacy_meter/logs/46980_MIC/tabpfn/seed1/amia/report/log_amia.log,0.8194247798071391,row_max_auc,AMIA
46980_MIC,tabpfn,2,amia,41.7,ml_privacy_meter/logs/46980_MIC/tabpfn/seed2/amia/report/log_amia.log,0.7890614123339524,row_max_auc,AMIA
46980_MIC,tabpfn,3,amia,41.7,ml_privacy_meter/logs/46980_MIC/tabpfn/seed3/amia/report/log_amia.log,0.7865606833924804,row_max_auc,AMIA
46980_MIC,tabpfn,4,amia,42.0,ml_privacy_meter/logs/46980_MIC/tabpfn/seed4/amia/report/log_amia.log,0.8116021214166944,row_max_auc,AMIA
46980_MIC,tabpfn,5,amia,42.0,ml_privacy_meter/logs/46980_MIC/tabpfn/seed5/amia/report/log_amia.log,0.7760770602775494,row_max_auc,AMIA
credit_rating,real-tabpfn,1,amia,23.6,ml_privacy_meter/logs/credit_rating/real-tabpfn/seed1/amia/report/log_amia.log,0.923661733176568,row_max_auc,AMIA
credit_rating,real-tabpfn,2,amia,23.5,ml_privacy_meter/logs/credit_rating/real-tabpfn/seed2/amia/report/log_amia.log,0.8886039836779861,row_max_auc,AMIA
credit_rating,real-tabpfn,3,amia,22.7,ml_privacy_meter/logs/credit_rating/real-tabpfn/seed3/amia/report/log_amia.log,0.9108254374438068,row_max_auc,AMIA
credit_rating,real-tabpfn,4,amia,24.3,ml_privacy_meter/logs/credit_rating/real-tabpfn/seed4/amia/report/log_amia.log,0.9005636627705927,row_max_auc,AMIA
credit_rating,real-tabpfn,5,amia,23.1,ml_privacy_meter/logs/credit_rating/real-tabpfn/seed5/amia/report/log_amia.log,0.8853949097447956,row_max_auc,AMIA
credit_rating,tabdpt,1,amia,12.3,ml_privacy_meter/logs/credit_rating/tabdpt/seed1/amia/report/log_amia.log,0.98093574936026,row_max_auc,AMIA
credit_rating,tabdpt,2,amia,12.2,ml_privacy_meter/logs/credit_rating/tabdpt/seed2/amia/report/log_amia.log,0.9720122415104778,row_max_auc,AMIA
credit_rating,tabdpt,3,amia,11.9,ml_privacy_meter/logs/credit_rating/tabdpt/seed3/amia/report/log_amia.log,0.9810671554049382,row_max_auc,AMIA
credit_rating,tabdpt,4,amia,12.7,ml_privacy_meter/logs/credit_rating/tabdpt/seed4/amia/report/log_amia.log,0.9826405698872674,row_max_auc,AMIA
credit_rating,tabdpt,5,amia,11.9,ml_privacy_meter/logs/credit_rating/tabdpt/seed5/amia/report/log_amia.log,0.982445189847154,row_max_auc,AMIA
credit_rating,tabicl,1,amia,17.1,ml_privacy_meter/logs/credit_rating/tabicl/seed1/amia/report/log_amia.log,0.9664828134725776,row_max_auc,AMIA
credit_rating,tabicl,2,amia,17.5,ml_privacy_meter/logs/credit_rating/tabicl/seed2/amia/report/log_amia.log,0.9187046130437788,row_max_auc,AMIA
credit_rating,tabicl,3,amia,16.5,ml_privacy_meter/logs/credit_rating/tabicl/seed3/amia/report/log_amia.log,0.9518085621412268,row_max_auc,AMIA
credit_rating,tabicl,4,amia,18.0,ml_privacy_meter/logs/credit_rating/tabicl/seed4/amia/report/log_amia.log,0.9515111695137976,row_max_auc,AMIA
credit_rating,tabicl,5,amia,16.9,ml_privacy_meter/logs/credit_rating/tabicl/seed5/amia/report/log_amia.log,0.949285911888789,row_max_auc,AMIA
credit_rating,tabpfn,1,amia,23.3,ml_privacy_meter/logs/credit_rating/tabpfn/seed1/amia/report/log_amia.log,0.9241579638979184,row_max_auc,AMIA
credit_rating,tabpfn,2,amia,22.3,ml_privacy_meter/logs/credit_rating/tabpfn/seed2/amia/report/log_amia.log,0.8891382529912165,row_max_auc,AMIA
credit_rating,tabpfn,3,amia,23.2,ml_privacy_meter/logs/credit_rating/tabpfn/seed3/amia/report/log_amia.log,0.908802475966526,row_max_auc,AMIA
credit_rating,tabpfn,4,amia,23.1,ml_privacy_meter/logs/credit_rating/tabpfn/seed4/amia/report/log_amia.log,0.9004581921294695,row_max_auc,AMIA
credit_rating,tabpfn,5,amia,23.0,ml_privacy_meter/logs/credit_rating/tabpfn/seed5/amia/report/log_amia.log,0.8856335154575004,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,85.8,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,4.2,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx10/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,6.9,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx20/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
dropout_success,real-tabpfn,1,amia,9.8,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx30/report/log_amia.log,0.8835137109909925,row_max_auc,AMIA
