dataset,model,attack,attack_auc,tpr_at_fpr_01,tpr_at_fpr_0,tnr_at_fnr_01,tnr_at_fnr_0
locations,tabdpt,rmia_online,0.89994,0.08611544461778471,0.08611544461778471,0.6716510903426791,0.6716510903426791
locations,tabicl,lira,0.74206,0.0,0.0,0.0,0.0
locations,tabicl,lira_online,0.98644,0.44773790951638065,0.44773790951638065,0.5922118380062306,0.5922118380062306
locations,tabicl,rmia,0.899355563007567,0.0546021840873635,0.0546021840873635,0.3124610591900311,0.3124610591900311
locations,tabicl,rmia_online,0.8997999999999999,0.11700468018720749,0.11700468018720749,0.522741433021807,0.522741433021807
locations,tabnet,lira,0.59266,0.0,0.0,0.0,0.0
locations,tabnet,lira_online,0.62486,0.00374414976599064,0.00374414976599064,0.09532710280373828,0.09532710280373828
locations,tabnet,rmia,0.6942992112207853,0.0018720748829953,0.0018720748829953,0.184423676012461,0.184423676012461
locations,tabnet,rmia_online,0.6900999999999999,0.0012480499219968799,0.0012480499219968799,0.18068535825545173,0.18068535825545173
locations,tabpfn,lira,0.70348,0.0,0.0,0.0,0.0
locations,tabpfn,lira_online,0.84596,0.11263650546021842,0.11263650546021842,0.15638629283489097,0.15638629283489097
locations,tabpfn,rmia,0.8363312289500925,0.0,0.0,0.078816199376947,0.078816199376947
locations,tabpfn,rmia_online,0.8601800000000001,0.0717628705148206,0.0717628705148206,0.1716510903426791,0.1716510903426791
url,lightgbm,lira,0.55392,0.0,0.0,0.0,0.0
url,lightgbm,lira_online,0.5773400000000001,0.01717218852076528,0.0062062529164722356,0.03271115258982733,0.021231917872141848
url,lightgbm,rmia,0.599859824246279,0.0153523098460102,0.0043863742417172,0.07974801679888,0.0643957069528697
url,lightgbm,rmia_online,0.61456,0.022911805879608026,0.007326178254783014,0.0858609426038264,0.06864209052729815
url,mlp,lira,0.5092000000000001,0.0,0.0,0.0,0.0
url,mlp,lira_online,0.50468,0.0007932804479701353,0.0002799813345776948,0.0013532431171255244,0.00032664489034064383
url,mlp,rmia,0.5143336594483683,0.0007466168922071,0.0002799813345776,0.000886607559496,0.0001866542230517
url,mlp,rmia_online,0.5172399999999999,0.0011199253383107793,0.00032664489034064394,0.0022398506766215577,4.666355576294911e-05
url,real-tabpfn,lira,0.63504,0.0,0.0,0.0,0.0
url,real-tabpfn,lira_online,0.6966,0.015352309846010265,0.003499766682221185,0.02431171255249649,0.011945870275314973
url,real-tabpfn,rmia,0.7309970889170462,0.0068128791413905,0.0006532897806812,0.0707886140923938,0.0296313579094726
url,real-tabpfn,rmia_online,0.75396,0.02487167522165189,0.010079328044797014,0.10079328044797012,0.0684087727484834
url,rf,lira,0.66964,0.0,0.0,0.0,0.0
url,rf,lira_online,0.69078,0.0015398973401773216,0.00023331777881474566,0.004013065795613624,0.0014465702286514226
url,rf,rmia,0.7882525587110494,0.03117125524965,0.0002333177788147,0.0991600559962669,0.0510032664489034
url,rf,rmia_online,0.8258800000000001,0.06476901539897341,0.018152123191787214,0.15370975268315445,0.0699020065328978
url,tabdpt,lira,0.7256199999999999,0.0,0.0,0.0,0.0
url,tabdpt,lira_online,0.9267199999999999,0.06602893140457303,0.0242183854409706,0.6214652356509566,0.37470835277648157
url,tabdpt,rmia,0.8836058495151498,0.0251049930004666,0.0,0.4996266915538964,0.3666355576294914
url,tabdpt,rmia_online,0.8909,0.028884741017265514,0.011105926271581894,0.5633224451703219,0.42431171255249656
url,tabicl,lira,0.72868,0.0,0.0,0.0,0.0
url,tabicl,lira_online,0.9531000000000001,0.09659356042930471,0.013905739617358841,0.5755949603359776,0.22356509566028934
url,tabicl,rmia,0.872188444553222,0.0188054129724685,0.0061595893607092,0.4766215585627624,0.3706019598693421
url,tabicl,rmia_online,0.87378,0.022865142323845077,0.007792813812412505,0.5266448903406439,0.44871675221651885
url,tabnet,lira,0.5315799999999999,0.0,0.0,0.0,0.0
url,tabnet,lira_online,0.54152,0.006112925804946337,0.0014932337844143723,0.020251983201119917,0.005599626691553894
url,tabnet,rmia,0.5625022890836675,0.0057862809146056,0.000839944003733,0.045776948203453,0.0119925338310779
url,tabnet,rmia_online,0.56364,0.004199720018665422,0.0008399440037330844,0.045450303313112436,0.012179188054129719
url,tabpfn,lira,0.62926,0.0,0.0,0.0,0.0
url,tabpfn,lira_online,0.68652,0.012319178721418573,0.0027064862342510497,0.018152123191787207,0.01059262715818945
url,tabpfn,rmia,0.7238755727064144,0.0106859542697153,0.0015865608959402,0.0608492767148856,0.0243117125524964
url,tabpfn,rmia_online,0.74726,0.026691553896406907,0.011992533831077928,0.10219318712085859,0.05431637890807277
us_stocks_financial,lightgbm,lira,0.6089,0.0,0.0,0.0,0.0
us_stocks_financial,lightgbm,lira_online,0.61788,0.002185792349726776,0.001214329083181542,0.025015179113539766,0.01918639951426837
us_stocks_financial,lightgbm,rmia,0.673708042699851,0.000850030358227,0.000850030358227,0.0873102610807529,0.0816029143897996
