dataset,model,seed,context_pct,attack,auc,source
locations,tabpfn,4,50.0,AMIA row_max,0.9576908099688475,ml_privacy_meter/logs/locations/tabpfn/seed4/amia_ctx50/report/exp/attention_summary.csv
locations,tabpfn,5,50.0,AMIA row_max,0.9507496105919002,ml_privacy_meter/logs/locations/tabpfn/seed5/amia_ctx50/report/exp/attention_summary.csv
locations,tabpfn,1,60.0,AMIA row_max,0.946969696969697,ml_privacy_meter/logs/locations/tabpfn/seed1/amia_ctx60/report/exp/attention_summary.csv
locations,tabpfn,2,60.0,AMIA row_max,0.9501149891774892,ml_privacy_meter/logs/locations/tabpfn/seed2/amia_ctx60/report/exp/attention_summary.csv
locations,tabpfn,3,60.0,AMIA row_max,0.9588609307359307,ml_privacy_meter/logs/locations/tabpfn/seed3/amia_ctx60/report/exp/attention_summary.csv
locations,tabpfn,4,60.0,AMIA row_max,0.9583739177489178,ml_privacy_meter/logs/locations/tabpfn/seed4/amia_ctx60/report/exp/attention_summary.csv
locations,tabpfn,5,60.0,AMIA row_max,0.9437635281385282,ml_privacy_meter/logs/locations/tabpfn/seed5/amia_ctx60/report/exp/attention_summary.csv
locations,tabpfn,1,70.0,AMIA row_max,0.9358038898616574,ml_privacy_meter/logs/locations/tabpfn/seed1/amia_ctx70/report/exp/attention_summary.csv
locations,tabpfn,2,70.0,AMIA row_max,0.9172077519456748,ml_privacy_meter/logs/locations/tabpfn/seed2/amia_ctx70/report/exp/attention_summary.csv
locations,tabpfn,3,70.0,AMIA row_max,0.9287205916637319,ml_privacy_meter/logs/locations/tabpfn/seed3/amia_ctx70/report/exp/attention_summary.csv
locations,tabpfn,4,70.0,AMIA row_max,0.9544893130490424,ml_privacy_meter/logs/locations/tabpfn/seed4/amia_ctx70/report/exp/attention_summary.csv
locations,tabpfn,5,70.0,AMIA row_max,0.9479268456009644,ml_privacy_meter/logs/locations/tabpfn/seed5/amia_ctx70/report/exp/attention_summary.csv
locations,tabpfn,1,80.0,AMIA row_max,0.9010673749567768,ml_privacy_meter/logs/locations/tabpfn/seed1/amia_ctx80/report/exp/attention_summary.csv
locations,tabpfn,2,80.0,AMIA row_max,0.9475850119124972,ml_privacy_meter/logs/locations/tabpfn/seed2/amia_ctx80/report/exp/attention_summary.csv
locations,tabpfn,3,80.0,AMIA row_max,0.9289429986054588,ml_privacy_meter/logs/locations/tabpfn/seed3/amia_ctx80/report/exp/attention_summary.csv
locations,tabpfn,4,80.0,AMIA row_max,0.9455520977014771,ml_privacy_meter/logs/locations/tabpfn/seed4/amia_ctx80/report/exp/attention_summary.csv
locations,tabpfn,5,80.0,AMIA row_max,0.9321576629466236,ml_privacy_meter/logs/locations/tabpfn/seed5/amia_ctx80/report/exp/attention_summary.csv
locations,tabpfn,1,90.0,AMIA row_max,0.9436216130165892,ml_privacy_meter/logs/locations/tabpfn/seed1/amia_ctx90/report/exp/attention_summary.csv
locations,tabpfn,2,90.0,AMIA row_max,0.9362777048559904,ml_privacy_meter/logs/locations/tabpfn/seed2/amia_ctx90/report/exp/attention_summary.csv
locations,tabpfn,3,90.0,AMIA row_max,0.9430419098366317,ml_privacy_meter/logs/locations/tabpfn/seed3/amia_ctx90/report/exp/attention_summary.csv
locations,tabpfn,4,90.0,AMIA row_max,0.950400836214328,ml_privacy_meter/logs/locations/tabpfn/seed4/amia_ctx90/report/exp/attention_summary.csv
locations,tabpfn,5,90.0,AMIA row_max,0.909064695475612,ml_privacy_meter/logs/locations/tabpfn/seed5/amia_ctx90/report/exp/attention_summary.csv
locations,tabpfn,1,100.0,AMIA row_max,0.9411623193899719,ml_privacy_meter/logs/locations/tabpfn/seed1/amia/report/exp/attention_summary.csv
locations,tabpfn,2,100.0,AMIA row_max,0.9291532408959909,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/report/exp/attention_summary.csv
locations,tabpfn,3,100.0,AMIA row_max,0.9413494296781219,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/report/exp/attention_summary.csv
locations,tabpfn,4,100.0,AMIA row_max,0.9382390248880984,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/report/exp/attention_summary.csv
locations,tabpfn,5,100.0,AMIA row_max,0.920497567566254,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/report/exp/attention_summary.csv
locations,tabpfn,1,5.0,RMIA,0.927734375,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx5/report/exp/attack_result_0.npz
locations,tabpfn,2,5.0,RMIA,0.953125,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx5/report/exp/attack_result_0.npz
locations,tabpfn,3,5.0,RMIA,0.91845703125,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx5/report/exp/attack_result_0.npz
locations,tabpfn,4,5.0,RMIA,0.9541015625,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx5/report/exp/attack_result_0.npz
locations,tabpfn,5,5.0,RMIA,0.8837890625,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx5/report/exp/attack_result_0.npz
locations,tabpfn,1,10.0,RMIA,0.9759521484375,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx10/report/exp/attack_result_0.npz
locations,tabpfn,2,10.0,RMIA,0.9315185546875,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx10/report/exp/attack_result_0.npz
locations,tabpfn,3,10.0,RMIA,0.9520263671875,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx10/report/exp/attack_result_0.npz
locations,tabpfn,4,10.0,RMIA,0.944091796875,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx10/report/exp/attack_result_0.npz
locations,tabpfn,5,10.0,RMIA,0.9508056640625,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx10/report/exp/attack_result_0.npz
locations,tabpfn,1,20.0,RMIA,0.93597412109375,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx20/report/exp/attack_result_0.npz
locations,tabpfn,2,20.0,RMIA,0.9656982421875,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx20/report/exp/attack_result_0.npz
locations,tabpfn,3,20.0,RMIA,0.95623779296875,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx20/report/exp/attack_result_0.npz
locations,tabpfn,4,20.0,RMIA,0.93548583984375,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx20/report/exp/attack_result_0.npz
locations,tabpfn,5,20.0,RMIA,0.930084228515625,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx20/report/exp/attack_result_0.npz
locations,tabpfn,1,30.0,RMIA,0.9463026258680556,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx30/report/exp/attack_result_0.npz
locations,tabpfn,2,30.0,RMIA,0.96044921875,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx30/report/exp/attack_result_0.npz
locations,tabpfn,3,30.0,RMIA,0.9249810112847222,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx30/report/exp/attack_result_0.npz
locations,tabpfn,4,30.0,RMIA,0.9348822699652778,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx30/report/exp/attack_result_0.npz
locations,tabpfn,5,30.0,RMIA,0.9416368272569444,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx30/report/exp/attack_result_0.npz
locations,tabpfn,1,40.0,RMIA,0.9295051070038911,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx40/report/exp/attack_result_0.npz
locations,tabpfn,2,40.0,RMIA,0.8968339615758755,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx40/report/exp/attack_result_0.npz
locations,tabpfn,3,40.0,RMIA,0.9112886065175096,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx40/report/exp/attack_result_0.npz
locations,tabpfn,4,40.0,RMIA,0.8945388497081712,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx40/report/exp/attack_result_0.npz
locations,tabpfn,5,40.0,RMIA,0.9430629863813229,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx40/report/exp/attack_result_0.npz
locations,tabpfn,1,50.0,RMIA,0.8909608644859812,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx50/report/exp/attack_result_0.npz
locations,tabpfn,2,50.0,RMIA,0.9191686137071652,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx50/report/exp/attack_result_0.npz
locations,tabpfn,3,50.0,RMIA,0.9034267912772586,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx50/report/exp/attack_result_0.npz
locations,tabpfn,4,50.0,RMIA,0.8775554906542056,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx50/report/exp/attack_result_0.npz
locations,tabpfn,5,50.0,RMIA,0.9252093068535826,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx50/report/exp/attack_result_0.npz
locations,tabpfn,1,60.0,RMIA,0.9073119588744588,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx60/report/exp/attack_result_0.npz
locations,tabpfn,2,60.0,RMIA,0.8979606331168832,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx60/report/exp/attack_result_0.npz
locations,tabpfn,3,60.0,RMIA,0.890435606060606,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx60/report/exp/attack_result_0.npz
locations,tabpfn,4,60.0,RMIA,0.860349025974026,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx60/report/exp/attack_result_0.npz
locations,tabpfn,5,60.0,RMIA,0.9094460227272727,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx60/report/exp/attack_result_0.npz
locations,tabpfn,1,70.0,RMIA,0.9105187970297766,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx70/report/exp/attack_result_0.npz
locations,tabpfn,2,70.0,RMIA,0.8675527403137882,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx70/report/exp/attack_result_0.npz
locations,tabpfn,3,70.0,RMIA,0.8677387512958765,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx70/report/exp/attack_result_0.npz
locations,tabpfn,4,70.0,RMIA,0.8734604491049152,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx70/report/exp/attack_result_0.npz
locations,tabpfn,5,70.0,RMIA,0.8876518469650448,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx70/report/exp/attack_result_0.npz
locations,tabpfn,1,80.0,RMIA,0.8822467691863403,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx80/report/exp/attack_result_0.npz
locations,tabpfn,2,80.0,RMIA,0.8802138549753201,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx80/report/exp/attack_result_0.npz
locations,tabpfn,3,80.0,RMIA,0.8656547693687326,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx80/report/exp/attack_result_0.npz
locations,tabpfn,4,80.0,RMIA,0.8513464731788319,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx80/report/exp/attack_result_0.npz
locations,tabpfn,5,80.0,RMIA,0.8500678271376947,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx80/report/exp/attack_result_0.npz
locations,tabpfn,1,90.0,RMIA,0.8730630254498707,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia_ctx90/report/exp/attack_result_0.npz
locations,tabpfn,2,90.0,RMIA,0.8399839004712717,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia_ctx90/report/exp/attack_result_0.npz
locations,tabpfn,3,90.0,RMIA,0.8555683043531804,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia_ctx90/report/exp/attack_result_0.npz
locations,tabpfn,4,90.0,RMIA,0.8661005800035444,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia_ctx90/report/exp/attack_result_0.npz
locations,tabpfn,5,90.0,RMIA,0.8612677177416206,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia_ctx90/report/exp/attack_result_0.npz
locations,tabpfn,1,100.0,RMIA,0.847466235098002,ml_privacy_meter/logs/locations/tabpfn/seed1/rmia/report/exp/attack_result_0.npz
locations,tabpfn,2,100.0,RMIA,0.7959100607014935,ml_privacy_meter/logs/locations/tabpfn/seed2/rmia/report/exp/attack_result_0.npz
locations,tabpfn,3,100.0,RMIA,0.8485731018025767,ml_privacy_meter/logs/locations/tabpfn/seed3/rmia/report/exp/attack_result_0.npz
locations,tabpfn,4,100.0,RMIA,0.83939983767575,ml_privacy_meter/logs/locations/tabpfn/seed4/rmia/report/exp/attack_result_0.npz
locations,tabpfn,5,100.0,RMIA,0.8503069094726405,ml_privacy_meter/logs/locations/tabpfn/seed5/rmia/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,1,5.0,AMIA row_max,0.8893623273582133,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx5/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,5.0,AMIA row_max,0.8623273582133412,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx5/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,5.0,AMIA row_max,0.891566265060241,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx5/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,5.0,AMIA row_max,0.8283867176021158,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx5/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,5.0,AMIA row_max,0.8367616808698207,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx5/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,10.0,AMIA row_max,0.8371668492150419,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx10/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,10.0,AMIA row_max,0.8277473530485578,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx10/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,10.0,AMIA row_max,0.8069368382621395,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx10/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,10.0,AMIA row_max,0.8683096020445418,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx10/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,10.0,AMIA row_max,0.8277838627236217,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx10/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,20.0,AMIA row_max,0.8459396498380227,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx20/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,20.0,AMIA row_max,0.8134714082917774,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx20/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,20.0,AMIA row_max,0.8185764204855677,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx20/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,20.0,AMIA row_max,0.8276489644378118,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx20/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,20.0,AMIA row_max,0.7665981145124304,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx20/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,30.0,AMIA row_max,0.8460441363037663,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx30/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,30.0,AMIA row_max,0.8006028136691635,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx30/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,30.0,AMIA row_max,0.869352662157685,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx30/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,30.0,AMIA row_max,0.8415432353155076,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx30/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,30.0,AMIA row_max,0.8689041881812966,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx30/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,40.0,AMIA row_max,0.8448091006560178,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx40/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,40.0,AMIA row_max,0.79965336458958,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx40/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,40.0,AMIA row_max,0.8808832615529995,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx40/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,40.0,AMIA row_max,0.8168011412164495,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx40/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,40.0,AMIA row_max,0.8496202002580459,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx40/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,50.0,AMIA row_max,0.8502652346418244,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx50/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,50.0,AMIA row_max,0.8329239757582805,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx50/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,50.0,AMIA row_max,0.8347391980467103,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx50/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,50.0,AMIA row_max,0.83712703649338,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx50/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,50.0,AMIA row_max,0.8259159678521081,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx50/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,60.0,AMIA row_max,0.806116007171536,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx60/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,60.0,AMIA row_max,0.826665993282998,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx60/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,60.0,AMIA row_max,0.8661033812277468,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx60/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,60.0,AMIA row_max,0.840287871518396,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx60/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,60.0,AMIA row_max,0.8333183505467034,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx60/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,70.0,AMIA row_max,0.85521035728355,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx70/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,70.0,AMIA row_max,0.8495011948029595,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx70/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,70.0,AMIA row_max,0.8840243604780993,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx70/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,70.0,AMIA row_max,0.8509000156537363,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx70/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,70.0,AMIA row_max,0.8369058720800404,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx70/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,80.0,AMIA row_max,0.8987122706253347,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx80/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,80.0,AMIA row_max,0.8513091669226868,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx80/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,80.0,AMIA row_max,0.8695043922838456,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx80/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,80.0,AMIA row_max,0.8850453368648026,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx80/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,80.0,AMIA row_max,0.8749120492649052,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx80/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,90.0,AMIA row_max,0.8412080667585145,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia_ctx90/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,90.0,AMIA row_max,0.8870424113601808,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia_ctx90/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,90.0,AMIA row_max,0.8897260670357628,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia_ctx90/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,90.0,AMIA row_max,0.8522437146962674,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia_ctx90/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,90.0,AMIA row_max,0.8678584454626164,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia_ctx90/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,100.0,AMIA row_max,0.8835137109909925,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/amia/report/exp/attention_summary.csv
dropout_success,real-tabpfn,2,100.0,AMIA row_max,0.8566527182362558,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/amia/report/exp/attention_summary.csv
dropout_success,real-tabpfn,3,100.0,AMIA row_max,0.9036184895364973,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/amia/report/exp/attention_summary.csv
dropout_success,real-tabpfn,4,100.0,AMIA row_max,0.8402445099174104,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/amia/report/exp/attention_summary.csv
dropout_success,real-tabpfn,5,100.0,AMIA row_max,0.8656450776646716,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/amia/report/exp/attention_summary.csv
dropout_success,real-tabpfn,1,5.0,RMIA,0.7419923596826329,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/rmia_ctx5/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,2,5.0,RMIA,0.6257713781957097,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/rmia_ctx5/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,3,5.0,RMIA,0.8059800176315015,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/rmia_ctx5/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,4,5.0,RMIA,0.7344255069056714,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/rmia_ctx5/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,5,5.0,RMIA,0.7975315897737291,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/rmia_ctx5/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,1,10.0,RMIA,0.7423877327491785,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/rmia_ctx10/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,2,10.0,RMIA,0.7257028112449799,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/rmia_ctx10/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,3,10.0,RMIA,0.7081599123767799,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/rmia_ctx10/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,4,10.0,RMIA,0.751715954728003,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/rmia_ctx10/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,5,10.0,RMIA,0.744249726177437,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/rmia_ctx10/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,1,20.0,RMIA,0.6746123466676374,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/rmia_ctx20/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,2,20.0,RMIA,0.6602436938084665,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/rmia_ctx20/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,3,20.0,RMIA,0.6535325592399811,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/rmia_ctx20/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,4,20.0,RMIA,0.6993821206275253,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/rmia_ctx20/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,5,20.0,RMIA,0.6014951042842064,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/rmia_ctx20/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,1,30.0,RMIA,0.7167220188601489,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/rmia_ctx30/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,2,30.0,RMIA,0.7079626352492464,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/rmia_ctx30/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,3,30.0,RMIA,0.6794602959120184,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/rmia_ctx30/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,4,30.0,RMIA,0.715627095908786,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/rmia_ctx30/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,5,30.0,RMIA,0.7050374536374877,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/rmia_ctx30/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,1,40.0,RMIA,0.736968234930673,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/rmia_ctx40/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,2,40.0,RMIA,0.6608299714695887,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/rmia_ctx40/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,3,40.0,RMIA,0.696038679605299,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/rmia_ctx40/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,4,40.0,RMIA,0.6711529375420233,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/rmia_ctx40/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,5,40.0,RMIA,0.6622985153282814,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed5/rmia_ctx40/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,1,50.0,RMIA,0.7174437193890157,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed1/rmia_ctx50/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,2,50.0,RMIA,0.7436852355138285,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed2/rmia_ctx50/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,3,50.0,RMIA,0.6906085136686674,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed3/rmia_ctx50/report/exp/attack_result_0.npz
dropout_success,real-tabpfn,4,50.0,RMIA,0.7307526850465795,ml_privacy_meter/logs/dropout_success/real-tabpfn/seed4/rmia_ctx50/report/exp/attack_result_0.npz
