dataset,model,attack,attack_label,fpr,mean_tpr,std_tpr_across_seeds,mean_auc,std_auc_across_seeds,n_seeds
locations,tabpfn,rmia,RMIA,0.5700000000000001,0.9444427740745993,0.019146659402353338,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.5725,0.9452454970926111,0.019296297188369293,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.5750000000000001,0.9459062544319956,0.0193902949870097,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.5775,0.9467547392804804,0.01986847197253371,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.58,0.9473187727509101,0.020258364446365366,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.5825,0.9476471067933627,0.020473581432132897,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.585,0.9479789391575663,0.020369557195161512,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.5875,0.9485101404056163,0.01969757178247964,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.59,0.9503057722308892,0.019793453039927383,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.5925,0.9515663026521061,0.019379904157706348,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.595,0.9524134165366615,0.018498421106980207,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.5975,0.9532264690587624,0.017481377221289132,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6,0.9540509620384816,0.016663790484423815,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6025,0.9541341653666147,0.016715251464560217,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.605,0.9550059282371295,0.01738956201919594,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6075,0.9560705148205928,0.018229253219264503,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.61,0.9562708268330733,0.018306693886279615,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6125,0.9567327093083723,0.018108423226296504,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.615,0.9577252210088403,0.01791020404211478,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6175,0.9580116930391501,0.017630053315509295,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.62,0.958582869029047,0.017480688560299624,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6225,0.9592803840725057,0.017374493314194175,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.625,0.9596723868954757,0.017204065156673463,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6275000000000001,0.9599344773790952,0.017404023846895027,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.63,0.9610745115518906,0.017501530507494114,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6325000000000001,0.9616025183864497,0.017423861648069937,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.635,0.962210608424337,0.01740340108188431,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6375000000000001,0.9628454238169526,0.017455788898120786,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.64,0.9634288091523662,0.017640176578323008,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6425,0.9637624544981799,0.017552806543186243,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.645,0.9641304509323231,0.017470063600780916,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6475,0.9646073842953717,0.017765340993695488,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.65,0.9651935220265953,0.01812432922388947,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6525,0.9659723274645271,0.018511080764268776,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.655,0.9665270410816433,0.01872157519338108,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6575,0.9674174466978679,0.018018845922954847,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.66,0.9683484139365575,0.01685494978230519,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6625,0.9686134945397816,0.016718461821368113,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.665,0.9696263650546021,0.016938429261705815,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6675,0.9712320592823712,0.01698227242274117,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.67,0.9723182527301091,0.01655765232384678,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6725,0.9730873634945398,0.016950205794220366,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.675,0.973166926677067,0.0169968064898157,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6775,0.9734648985959439,0.016355035681874637,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.68,0.9737909516380654,0.01565513098820856,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6825,0.9740737315206894,0.015801538660466526,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.685,0.9748010548993389,0.01597237363201078,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6875,0.9758897927345664,0.015882913462834984,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6900000000000001,0.9765363048807666,0.015793370060727584,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6925,0.9768466235792289,0.015523046113530933,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6950000000000001,0.9772129485179407,0.015419128437085575,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.6975,0.9776751170046802,0.015008408457463152,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7000000000000001,0.9781279251170047,0.014396236070495533,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7025,0.9785503120124804,0.013625729866271202,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.705,0.978783151326053,0.01312679186768342,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7075,0.9788813312532503,0.013209239355241226,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.71,0.9792215140034173,0.013430821090418892,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7125,0.9795874749275686,0.013615777446758922,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.715,0.9799271227991977,0.01330060317040884,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7175,0.9802215288611545,0.01297887725278489,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.72,0.980455538221529,0.012999534856068386,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7225,0.9812067082683308,0.013206466023828238,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.725,0.9814196567862716,0.013303180013993613,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7275,0.9820678627145087,0.012823760514200982,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.73,0.9822152886115445,0.01294005700675677,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7325,0.9822152886115445,0.01294005700675677,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.735,0.9824867394695789,0.013173097089496672,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7375,0.982564352574103,0.013227712010084956,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.74,0.9826957878315132,0.01329692353904296,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7425,0.9832026521060844,0.013018565000461049,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.745,0.9845773790951637,0.01255797486804214,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7475,0.9855129485179408,0.012403865403369456,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.75,0.9857371294851796,0.012442503223757355,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7525000000000001,0.9858998829953199,0.012490869213709952,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.755,0.9860626365054603,0.012543360399257079,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7575000000000001,0.9863040171606865,0.012381958118943551,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.76,0.9868673946957879,0.011334174917837843,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7625000000000001,0.9872074882995321,0.011325236451096147,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.765,0.9872345293811753,0.011325089392793699,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7675000000000001,0.9875683827353094,0.011337396798940904,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.77,0.9879022360894437,0.011375746285551215,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7725,0.9880886635465419,0.011292562120737018,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.775,0.9882293291731671,0.010988214562682879,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7775,0.9884797191887676,0.010447958306481046,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.78,0.9887301092043682,0.009909881829340864,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7825,0.9889804992199688,0.009374360488489865,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.785,0.9890795631825273,0.009163291828760295,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7875,0.9892589703588144,0.00917206911299417,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.79,0.9896037441497659,0.009168991217439497,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7925,0.9899820592823714,0.008660568259265516,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.795,0.9904360374414976,0.008476380706966451,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.7975,0.990561232449298,0.008202316507703322,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8,0.9912012480499219,0.00845144998484077,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8025,0.9914516380655227,0.008112452184582493,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.805,0.9917020280811233,0.007577360560748009,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8075,0.9921706968278731,0.007146185943331891,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.81,0.9926453458138326,0.006882069996971483,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8125,0.9928724648985959,0.006683143788211403,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8150000000000001,0.9929976599063963,0.006715413828534805,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8175,0.993253120124805,0.006818079338060759,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8200000000000001,0.9934477379095163,0.006924287370100526,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8225,0.9934477379095163,0.006924287370100526,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8250000000000001,0.9934477379095163,0.006924287370100526,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8275,0.9936435257410297,0.0070581404597834865,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8300000000000001,0.9940280811232449,0.0073898099277239235,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8325,0.994383775351014,0.006764269388043291,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.835,0.9944950598023921,0.006527286094613302,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8375,0.9946619864794591,0.006173560817492033,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.84,0.9947623504940198,0.0059620315645555425,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8425,0.9948458138325533,0.0057868622041960934,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.845,0.9949292771710869,0.005612431670206914,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8475,0.9950078003120124,0.005449063711879259,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.85,0.9950078003120124,0.005449063711879259,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8525,0.9950268330733228,0.005409581156037967,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.855,0.9951269890795633,0.005202611592206647,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8575,0.9952807072282892,0.004999783190163252,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.86,0.9958523140925639,0.004866096693025698,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8625,0.9961323452938118,0.004660110706388526,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.865,0.9967041081643266,0.0038511225215311718,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8675,0.997191887675507,0.003000839947218647,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.87,0.997191887675507,0.003000839947218647,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8725,0.9979945397815913,0.0017045430926566972,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.875,0.9981279251170048,0.001708962737925643,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8775000000000001,0.9981279251170048,0.001708962737925643,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.88,0.9984274570982841,0.0018981029924198221,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8825000000000001,0.9984399375975039,0.001910678426507942,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.885,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8875000000000001,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.89,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8925000000000001,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.895,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.8975,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9025,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.905,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9075,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.91,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9125,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.915,0.9987519500780031,0.0013052418510672112,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9175,0.9987546801872075,0.001300352311908331,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.92,0.9988798751950079,0.0010893883474036733,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9225,0.9990605638511255,0.0008811074040676875,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.925,0.9991909962112772,0.0007827168894596612,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9275,0.9992625362157345,0.0007858171542179584,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.93,0.9993340762201918,0.0008207016467989755,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9325,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.935,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9375,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9400000000000001,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9425,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9450000000000001,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9475,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9500000000000001,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9525,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9550000000000001,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9575,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.96,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9625,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.965,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9675,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.97,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9725,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.975,0.9993759750390016,0.0008544813689627986,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9775,0.9994192667706707,0.0007988758199400671,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.98,0.9997254290171608,0.00037661858039330184,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9825,0.9999816692667707,4.098876557817698e-05,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.985,1.0,0.0,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9875,1.0,0.0,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.99,1.0,0.0,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9925,1.0,0.0,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.995,1.0,0.0,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,0.9975,1.0,0.0,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,rmia,RMIA,1.0,1.0,0.0,0.8363312289500925,0.02298074553300779,5
locations,tabpfn,lira,LiRA,0.0,0.0,0.0,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0025,0.00461952435911261,0.00038213442949423625,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.005,0.00923904871822522,0.0007642688589884725,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0075,0.013858573077337833,0.001146403288482709,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.01,0.01847809743645044,0.001528537717976945,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0125,0.023097621795563055,0.0019106721474711817,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.015,0.027717146154675666,0.002292806576965418,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0175,0.03233667051378828,0.002674941006459656,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.02,0.03695619487290088,0.00305707543595389,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0225,0.04157571923201349,0.003439209865448127,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.025,0.04619524359112611,0.0038213442949423635,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0275,0.05081476795023872,0.004203478724436601,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.03,0.05543429230935133,0.004585613153930836,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0325,0.06005381666846395,0.004967747583425072,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.035,0.06467334102757656,0.005349882012919312,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0375,0.06929286538668916,0.0057320164424135445,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.04,0.07391238974580176,0.00611415087190778,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0425,0.0785319141049144,0.006496285301402018,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.045,0.08315143846402698,0.006878419730896254,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0475,0.0877709628231396,0.0072605541603904915,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.05,0.09239048718225222,0.007642688589884727,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0525,0.09701001154136482,0.008024823019378959,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.055,0.10162953590047744,0.008406957448873202,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0575,0.10624906025959005,0.008789091878367433,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.06,0.11086858461870266,0.009171226307861671,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0625,0.11548810897781528,0.009553360737355908,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.065,0.1201076333369279,0.009935495166850144,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0675,0.12472715769604051,0.010317629596344377,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.07,0.12934668205515312,0.010699764025838623,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0725,0.1339662064142657,0.011081898455332856,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.075,0.13858573077337832,0.011464032884827089,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0775,0.14320525513249094,0.011846167314321324,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.08,0.14782477949160353,0.01222830174381556,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0825,0.15244430385071617,0.012610436173309798,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.085,0.1570638282098288,0.012992570602804036,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.08750000000000001,0.1616833525689414,0.013374705032298272,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.09,0.16630287692805396,0.013756839461792509,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0925,0.1709224012871666,0.014138973891286735,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.095,0.1755419256462792,0.014521108320780983,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.0975,0.18016145000539183,0.01490324275027522,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1,0.18478097436450444,0.015285377179769454,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.10250000000000001,0.18940049872361703,0.015667511609263687,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.105,0.19402002308272964,0.016049646038757918,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1075,0.19863954744184226,0.016431780468252166,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.11,0.20325907180095487,0.016813914897746404,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1125,0.20787859616006746,0.017196049327240632,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.115,0.2124981205191801,0.017578183756734866,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.11750000000000001,0.21711764487829271,0.017960318186229104,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.12,0.22173716923740533,0.018342452615723343,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1225,0.22635669359651792,0.01872458704521758,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.125,0.23097621795563056,0.019106721474711815,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1275,0.23559574231474315,0.01948885590420605,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.13,0.2402152666738558,0.019870990333700288,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1325,0.24483479103296837,0.020253124763194515,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.135,0.24945431539208102,0.020635259192688753,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.1375,0.2540738397511936,0.02101739362218301,0.7034996913895247,0.017363503690118284,5
locations,tabpfn,lira,LiRA,0.14,0.25869336411030625,0.021399528051677247,0.7034996913895247,0.017363503690118284,5
